trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_updates,config/buffer_size,config/update_epochs,config/update_policy_epochs,config/num_rollouts,config/num_envs,config/gamma,config/policy_lr_start,config/policy_lr_end,config/q_lr_start,config/q_lr_end,config/alpha,config/eta,config/autotune,config/target_entropy_scale,config/use_linear_schedule,config/saddle_point_optimization,config/use_kl_loss,config/__trial_index__
9fa01135,25.0,1711739412,,True,30,2024-03-29_20-10-12,4.0334861278533936,92.63576245307922,20883,Nicolass-Air.technicolor.net,127.0.0.1,92.63576245307922,30,"30_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,2,1.0,0.02,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
57ef1363,39.0,1711739407,,True,30,2024-03-29_20-10-07,3.2962398529052734,78.06824111938477,21437,Nicolass-Air.technicolor.net,127.0.0.1,78.06824111938477,30,"31_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,1,1.0,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
a61f9b7b,9.0,1711739438,,True,30,2024-03-29_20-10-38,3.0525670051574707,103.02416729927063,21443,Nicolass-Air.technicolor.net,127.0.0.1,103.02416729927063,30,"32_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,4,1.0,0.1,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
bdfdd131,25.2,1711739459,,True,30,2024-03-29_20-10-59,3.5885438919067383,112.42651772499084,21470,Nicolass-Air.technicolor.net,127.0.0.1,112.42651772499084,30,"33_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,4,0.99,0.02,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
b2fe15d8,24.0,1711739446,,True,30,2024-03-29_20-10-46,1.6804249286651611,89.69130635261536,21481,Nicolass-Air.technicolor.net,127.0.0.1,89.69130635261536,30,"34_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,1,0.99,0.004,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
efd98338,0.0,1711739442,,True,23,2024-03-29_20-10-42,0.07303810119628906,72.19039273262024,21489,Nicolass-Air.technicolor.net,127.0.0.1,72.19039273262024,23,"35_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,1,1.0,0.1,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
e2ce0b51,9.8,1711739474,,True,30,2024-03-29_20-11-14,1.5279581546783447,89.22305679321289,21499,Nicolass-Air.technicolor.net,127.0.0.1,89.22305679321289,30,"36_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,4,1.0,0.004,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
144bfee2,9.0,1711739464,,True,30,2024-03-29_20-11-04,1.3417251110076904,62.912001609802246,21516,Nicolass-Air.technicolor.net,127.0.0.1,62.912001609802246,30,"37_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,4,1.0,0.1,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
7490ffd4,8.0,1711739522,,True,30,2024-03-29_20-12-02,1.945357084274292,40.06357741355896,21437,Nicolass-Air.technicolor.net,127.0.0.1,40.06357741355896,30,"38_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,1,0.99,0.1,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
30ec16bd,8.0,1711739532,,True,30,2024-03-29_20-12-12,1.7606441974639893,40.64721202850342,21585,Nicolass-Air.technicolor.net,127.0.0.1,40.64721202850342,30,"39_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,1,1.0,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
eea51616,0.0,1711739522,,True,21,2024-03-29_20-12-02,0.22666287422180176,24.093430995941162,21592,Nicolass-Air.technicolor.net,127.0.0.1,24.093430995941162,21,"40_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,2,0.99,0.1,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
b6db88c6,11.0,1711739563,,True,30,2024-03-29_20-12-43,2.321899175643921,54.34048795700073,21610,Nicolass-Air.technicolor.net,127.0.0.1,54.34048795700073,30,"41_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,1,0.99,0.02,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
da799e7d,8.0,1711739580,,True,30,2024-03-29_20-13-00,1.6729090213775635,60.72883939743042,21620,Nicolass-Air.technicolor.net,127.0.0.1,60.72883939743042,30,"42_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,1,1.0,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
70e2f244,12.0,1711739599,,True,30,2024-03-29_20-13-19,1.7433950901031494,76.85318326950073,21592,Nicolass-Air.technicolor.net,127.0.0.1,76.85318326950073,30,"43_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,1,0.99,0.004,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
7404ee62,13.6,1711739593,,True,30,2024-03-29_20-13-13,1.800171136856079,70.68476414680481,21437,Nicolass-Air.technicolor.net,127.0.0.1,70.68476414680481,30,"44_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,2,0.99,0.02,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
eb619639,9.0,1711739646,,True,30,2024-03-29_20-14-06,2.5320398807525635,114.0842866897583,21585,Nicolass-Air.technicolor.net,127.0.0.1,114.0842866897583,30,"45_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,4,1.0,0.004,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
6e940fb0,10.0,1711739654,,True,30,2024-03-29_20-14-14,2.497431993484497,108.14520502090454,21656,Nicolass-Air.technicolor.net,127.0.0.1,108.14520502090454,30,"46_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,4,0.99,0.004,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
07b27f0d,13.0,1711739662,,True,30,2024-03-29_20-14-22,2.1692259311676025,102.815678358078,21669,Nicolass-Air.technicolor.net,127.0.0.1,102.815678358078,30,"47_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,4,0.99,0.004,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
21f7c5b2,0.0,1711739634,,True,26,2024-03-29_20-13-54,0.5055840015411377,70.63005375862122,21610,Nicolass-Air.technicolor.net,127.0.0.1,70.63005375862122,26,"48_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,1,1.0,0.02,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
5a9e6aeb,12.0,1711739781,,True,30,2024-03-29_20-16-21,4.047154903411865,109.81464266777039,21620,Nicolass-Air.technicolor.net,127.0.0.1,109.81464266777039,30,"49_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,4,1.0,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
7f15a268,9.0,1711739781,,True,30,2024-03-29_20-16-21,3.2119557857513428,101.43249201774597,21783,Nicolass-Air.technicolor.net,127.0.0.1,101.43249201774597,30,"50_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,4,1.0,0.1,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
