"Step","charts/episodic_return","LunarLander-v2__ppo__1__1712512743 - charts/episodic_return__MIN","LunarLander-v2__ppo__1__1712512743 - charts/episodic_return__MAX"
"47","-200.222900390625","-200.222900390625","-200.222900390625"
"48","-113.53457641601562","-113.53457641601562","-113.53457641601562"
"49","-142.580078125","-142.580078125","-142.580078125"
"50","-355.38067626953125","-355.38067626953125","-355.38067626953125"
"51","-111.55259704589844","-111.55259704589844","-111.55259704589844"
"53","-84.63038635253906","-84.63038635253906","-84.63038635253906"
"54","26.236228942871094","26.236228942871094","26.236228942871094"
"55","-139.55177307128906","-139.55177307128906","-139.55177307128906"
"56","-427.2861328125","-427.2861328125","-427.2861328125"
"57","-336.171142578125","-336.171142578125","-336.171142578125"
"59","-180.25531005859375","-180.25531005859375","-180.25531005859375"
"60","-89.19487762451172","-89.19487762451172","-89.19487762451172"
"61","-183.9822540283203","-183.9822540283203","-183.9822540283203"
"62","-148.48721313476562","-148.48721313476562","-148.48721313476562"
"63","-123.75692749023438","-123.75692749023438","-123.75692749023438"
"65","-267.5565185546875","-267.5565185546875","-267.5565185546875"
"66","-94.60286712646484","-94.60286712646484","-94.60286712646484"
"67","-146.08914184570312","-146.08914184570312","-146.08914184570312"
"68","-178.1114501953125","-178.1114501953125","-178.1114501953125"
"69","-324.61212158203125","-324.61212158203125","-324.61212158203125"
"71","-71.54399871826172","-71.54399871826172","-71.54399871826172"
"72","-103.38495635986328","-103.38495635986328","-103.38495635986328"
"73","-189.8480224609375","-189.8480224609375","-189.8480224609375"
"74","-76.38702392578125","-76.38702392578125","-76.38702392578125"
"75","-55.086181640625","-55.086181640625","-55.086181640625"
"76","-221.26324462890625","-221.26324462890625","-221.26324462890625"
"78","-162.33074951171875","-162.33074951171875","-162.33074951171875"
"79","-141.70294189453125","-141.70294189453125","-141.70294189453125"
"80","-89.6230239868164","-89.6230239868164","-89.6230239868164"
"81","-104.74728393554688","-104.74728393554688","-104.74728393554688"
"82","-155.849365234375","-155.849365234375","-155.849365234375"
"83","-117.39663696289062","-117.39663696289062","-117.39663696289062"
"85","-59.10944366455078","-59.10944366455078","-59.10944366455078"
"86","-179.31240844726562","-179.31240844726562","-179.31240844726562"
"87","-212.27749633789062","-212.27749633789062","-212.27749633789062"
"88","-125.94352722167969","-125.94352722167969","-125.94352722167969"
"90","-123.84024047851562","-123.84024047851562","-123.84024047851562"
"91","-103.37080383300781","-103.37080383300781","-103.37080383300781"
"92","-149.28756713867188","-149.28756713867188","-149.28756713867188"
"93","-110.11991119384766","-110.11991119384766","-110.11991119384766"
"94","-11.274673461914062","-11.274673461914062","-11.274673461914062"
"95","-78.630126953125","-78.630126953125","-78.630126953125"
"96","-77.48783874511719","-77.48783874511719","-77.48783874511719"
"98","-72.64603424072266","-72.64603424072266","-72.64603424072266"
"99","-223.48423767089844","-223.48423767089844","-223.48423767089844"
"100","-78.76750183105469","-78.76750183105469","-78.76750183105469"
"101","-292.78253173828125","-292.78253173828125","-292.78253173828125"
"103","-96.47010803222656","-96.47010803222656","-96.47010803222656"
"104","-266.0392150878906","-266.0392150878906","-266.0392150878906"
"105","-268.8222961425781","-268.8222961425781","-268.8222961425781"
"106","-68.4592514038086","-68.4592514038086","-68.4592514038086"
"107","-66.18338012695312","-66.18338012695312","-66.18338012695312"
"109","-119.74165344238281","-119.74165344238281","-119.74165344238281"
"110","-167.93966674804688","-167.93966674804688","-167.93966674804688"
"111","-117.24201202392578","-117.24201202392578","-117.24201202392578"
"112","-272.4883117675781","-272.4883117675781","-272.4883117675781"
"113","-78.0969009399414","-78.0969009399414","-78.0969009399414"
"114","-243.68923950195312","-243.68923950195312","-243.68923950195312"
"116","-126.59867095947266","-126.59867095947266","-126.59867095947266"
"117","-102.70881652832031","-102.70881652832031","-102.70881652832031"
"118","-185.43115234375","-185.43115234375","-185.43115234375"
"119","-287.30352783203125","-287.30352783203125","-287.30352783203125"
"120","-42.32688903808594","-42.32688903808594","-42.32688903808594"
"122","-124.84767150878906","-124.84767150878906","-124.84767150878906"
"123","-168.16412353515625","-168.16412353515625","-168.16412353515625"
"124","-96.63089752197266","-96.63089752197266","-96.63089752197266"
"125","-126.63319396972656","-126.63319396972656","-126.63319396972656"
"126","-75.09459686279297","-75.09459686279297","-75.09459686279297"
"128","-316.35577392578125","-316.35577392578125","-316.35577392578125"
"129","-114.69139099121094","-114.69139099121094","-114.69139099121094"
"130","-25.3729248046875","-25.3729248046875","-25.3729248046875"
"131","-81.82862091064453","-81.82862091064453","-81.82862091064453"
"132","-216.9126739501953","-216.9126739501953","-216.9126739501953"
"133","-99.57784271240234","-99.57784271240234","-99.57784271240234"
"135","-79.96355438232422","-79.96355438232422","-79.96355438232422"
"136","-115.44873046875","-115.44873046875","-115.44873046875"
"137","-69.40381622314453","-69.40381622314453","-69.40381622314453"
"139","-313.32269287109375","-313.32269287109375","-313.32269287109375"
"140","-221.55575561523438","-221.55575561523438","-221.55575561523438"
"141","-130.44320678710938","-130.44320678710938","-130.44320678710938"
"142","-217.08892822265625","-217.08892822265625","-217.08892822265625"
"143","-84.474853515625","-84.474853515625","-84.474853515625"
"144","-153.51483154296875","-153.51483154296875","-153.51483154296875"
"145","-144.76695251464844","-144.76695251464844","-144.76695251464844"
"147","-89.65142822265625","-89.65142822265625","-89.65142822265625"
"148","-90.00115966796875","-90.00115966796875","-90.00115966796875"
"149","-329.63653564453125","-329.63653564453125","-329.63653564453125"
"150","-367.2958068847656","-367.2958068847656","-367.2958068847656"
"151","-402.69683837890625","-402.69683837890625","-402.69683837890625"
"153","-250.49468994140625","-250.49468994140625","-250.49468994140625"
"154","-111.62576293945312","-111.62576293945312","-111.62576293945312"
"155","-247.54820251464844","-247.54820251464844","-247.54820251464844"
"156","-107.71311950683594","-107.71311950683594","-107.71311950683594"
"158","-241.55125427246094","-241.55125427246094","-241.55125427246094"
"159","-227.97528076171875","-227.97528076171875","-227.97528076171875"
"160","-428.7897644042969","-428.7897644042969","-428.7897644042969"
"161","-169.445068359375","-169.445068359375","-169.445068359375"
"162","-229.7996826171875","-229.7996826171875","-229.7996826171875"
"163","-6.669097900390625","-6.669097900390625","-6.669097900390625"
"164","-141.5579071044922","-141.5579071044922","-141.5579071044922"
"165","-72.20657348632812","-72.20657348632812","-72.20657348632812"
"167","-93.03102111816406","-93.03102111816406","-93.03102111816406"
"168","37.239288330078125","37.239288330078125","37.239288330078125"
"169","-235.89967346191406","-235.89967346191406","-235.89967346191406"
"170","-114.80409240722656","-114.80409240722656","-114.80409240722656"
"172","-168.1439208984375","-168.1439208984375","-168.1439208984375"
"173","-89.32846069335938","-89.32846069335938","-89.32846069335938"
"174","-186.09909057617188","-186.09909057617188","-186.09909057617188"
"175","-241.2892303466797","-241.2892303466797","-241.2892303466797"
"176","-121.76370239257812","-121.76370239257812","-121.76370239257812"
"177","-147.9610137939453","-147.9610137939453","-147.9610137939453"
"178","-71.03043365478516","-71.03043365478516","-71.03043365478516"
"179","-100.89716339111328","-100.89716339111328","-100.89716339111328"
"181","-54.129051208496094","-54.129051208496094","-54.129051208496094"
"182","-131.0529327392578","-131.0529327392578","-131.0529327392578"
"183","-233.92910766601562","-233.92910766601562","-233.92910766601562"
"184","-151.51425170898438","-151.51425170898438","-151.51425170898438"
"186","-12.751434326171875","-12.751434326171875","-12.751434326171875"
"187","-149.7410888671875","-149.7410888671875","-149.7410888671875"
"188","-87.24720764160156","-87.24720764160156","-87.24720764160156"
"189","-187.1538543701172","-187.1538543701172","-187.1538543701172"
"190","-85.79670715332031","-85.79670715332031","-85.79670715332031"
"191","-193.6441192626953","-193.6441192626953","-193.6441192626953"
"193","-148.25875854492188","-148.25875854492188","-148.25875854492188"
"194","-165.15496826171875","-165.15496826171875","-165.15496826171875"
"195","-116.4686050415039","-116.4686050415039","-116.4686050415039"
"196","-131.61456298828125","-131.61456298828125","-131.61456298828125"
"197","-352.60137939453125","-352.60137939453125","-352.60137939453125"
"199","-166.89874267578125","-166.89874267578125","-166.89874267578125"
"200","-354.3365478515625","-354.3365478515625","-354.3365478515625"
"201","-107.34620666503906","-107.34620666503906","-107.34620666503906"
"202","-228.91552734375","-228.91552734375","-228.91552734375"
"204","-175.84176635742188","-175.84176635742188","-175.84176635742188"
"205","-161.12960815429688","-161.12960815429688","-161.12960815429688"
"206","-134.9544677734375","-134.9544677734375","-134.9544677734375"
"207","-233.2103271484375","-233.2103271484375","-233.2103271484375"
"208","-93.48110961914062","-93.48110961914062","-93.48110961914062"
"210","-213.85128784179688","-213.85128784179688","-213.85128784179688"
"211","-124.92875671386719","-124.92875671386719","-124.92875671386719"
"212","-170.00457763671875","-170.00457763671875","-170.00457763671875"
"213","-43.00497817993164","-43.00497817993164","-43.00497817993164"
"214","-269.03546142578125","-269.03546142578125","-269.03546142578125"
"216","-264.06329345703125","-264.06329345703125","-264.06329345703125"
"217","-124.98965454101562","-124.98965454101562","-124.98965454101562"
"218","-267.61492919921875","-267.61492919921875","-267.61492919921875"
"219","-106.27375030517578","-106.27375030517578","-106.27375030517578"
"220","-146.88418579101562","-146.88418579101562","-146.88418579101562"
"222","-101.74593353271484","-101.74593353271484","-101.74593353271484"
"223","-66.76548767089844","-66.76548767089844","-66.76548767089844"
"224","-72.85548400878906","-72.85548400878906","-72.85548400878906"
"225","-173.03016662597656","-173.03016662597656","-173.03016662597656"
"226","-337.67645263671875","-337.67645263671875","-337.67645263671875"
"228","-99.28385925292969","-99.28385925292969","-99.28385925292969"
"229","-132.78509521484375","-132.78509521484375","-132.78509521484375"
"230","-48.816986083984375","-48.816986083984375","-48.816986083984375"
"231","-56.3779296875","-56.3779296875","-56.3779296875"
"232","-139.60911560058594","-139.60911560058594","-139.60911560058594"
"234","-94.02401733398438","-94.02401733398438","-94.02401733398438"
"235","-186.98486328125","-186.98486328125","-186.98486328125"
"236","-98.16314697265625","-98.16314697265625","-98.16314697265625"
"237","-338.49993896484375","-338.49993896484375","-338.49993896484375"
"239","-64.33698272705078","-64.33698272705078","-64.33698272705078"
"240","-286.15216064453125","-286.15216064453125","-286.15216064453125"
"241","-84.0152359008789","-84.0152359008789","-84.0152359008789"
"242","-117.8973388671875","-117.8973388671875","-117.8973388671875"
"243","-297.2988586425781","-297.2988586425781","-297.2988586425781"
"244","-68.77073669433594","-68.77073669433594","-68.77073669433594"
"246","-103.04203796386719","-103.04203796386719","-103.04203796386719"
"247","-81.3616943359375","-81.3616943359375","-81.3616943359375"
"248","-68.16690063476562","-68.16690063476562","-68.16690063476562"
"249","-59.128875732421875","-59.128875732421875","-59.128875732421875"
"250","-12.065521240234375","-12.065521240234375","-12.065521240234375"
"251","-68.0806655883789","-68.0806655883789","-68.0806655883789"
"252","-125.59013366699219","-125.59013366699219","-125.59013366699219"
"253","-89.08122253417969","-89.08122253417969","-89.08122253417969"
"254","-247.50262451171875","-247.50262451171875","-247.50262451171875"
"256","-151.22201538085938","-151.22201538085938","-151.22201538085938"
"257","-195.13320922851562","-195.13320922851562","-195.13320922851562"
"258","-124.34103393554688","-124.34103393554688","-124.34103393554688"
"259","-97.90847778320312","-97.90847778320312","-97.90847778320312"
"261","-106.3503646850586","-106.3503646850586","-106.3503646850586"
"262","-84.84529876708984","-84.84529876708984","-84.84529876708984"
"263","-224.857177734375","-224.857177734375","-224.857177734375"
"264","-143.99676513671875","-143.99676513671875","-143.99676513671875"
"265","-139.9803009033203","-139.9803009033203","-139.9803009033203"
"266","-78.86124420166016","-78.86124420166016","-78.86124420166016"
"268","-85.41493225097656","-85.41493225097656","-85.41493225097656"
"269","-244.5414276123047","-244.5414276123047","-244.5414276123047"
"270","-80.93821716308594","-80.93821716308594","-80.93821716308594"
"271","-94.43478393554688","-94.43478393554688","-94.43478393554688"
"272","-93.15785217285156","-93.15785217285156","-93.15785217285156"
"274","-99.26913452148438","-99.26913452148438","-99.26913452148438"
"275","-174.53079223632812","-174.53079223632812","-174.53079223632812"
"276","-103.11903381347656","-103.11903381347656","-103.11903381347656"
"277","-72.373779296875","-72.373779296875","-72.373779296875"
"278","-120.65653991699219","-120.65653991699219","-120.65653991699219"
"279","-147.510498046875","-147.510498046875","-147.510498046875"
"281","-409.42083740234375","-409.42083740234375","-409.42083740234375"
"282","-96.79058837890625","-96.79058837890625","-96.79058837890625"
"283","-114.60112762451172","-114.60112762451172","-114.60112762451172"
"284","-148.44500732421875","-148.44500732421875","-148.44500732421875"
"286","-145.16041564941406","-145.16041564941406","-145.16041564941406"
"287","-88.17324829101562","-88.17324829101562","-88.17324829101562"
"288","-274.3123474121094","-274.3123474121094","-274.3123474121094"
"289","-110.25365447998047","-110.25365447998047","-110.25365447998047"
"290","-134.4345245361328","-134.4345245361328","-134.4345245361328"
"291","-134.2818603515625","-134.2818603515625","-134.2818603515625"
"292","-181.89447021484375","-181.89447021484375","-181.89447021484375"
"293","-111.76050567626953","-111.76050567626953","-111.76050567626953"
"294","-92.99866485595703","-92.99866485595703","-92.99866485595703"
"295","-96.2509994506836","-96.2509994506836","-96.2509994506836"
"296","-290.06695556640625","-290.06695556640625","-290.06695556640625"
"298","-94.7283706665039","-94.7283706665039","-94.7283706665039"
"299","-81.57177734375","-81.57177734375","-81.57177734375"
"300","-150.6934814453125","-150.6934814453125","-150.6934814453125"
"301","-180.131591796875","-180.131591796875","-180.131591796875"
"302","-51.984039306640625","-51.984039306640625","-51.984039306640625"
"303","-174.7421417236328","-174.7421417236328","-174.7421417236328"
"304","-85.98789978027344","-85.98789978027344","-85.98789978027344"
"306","-69.58399963378906","-69.58399963378906","-69.58399963378906"
"307","-112.38384246826172","-112.38384246826172","-112.38384246826172"
"308","-27.178573608398438","-27.178573608398438","-27.178573608398438"
"309","-102.69856262207031","-102.69856262207031","-102.69856262207031"
"311","-47.64692687988281","-47.64692687988281","-47.64692687988281"
"312","-112.0166244506836","-112.0166244506836","-112.0166244506836"
"313","-243.15072631835938","-243.15072631835938","-243.15072631835938"
"315","-75.991455078125","-75.991455078125","-75.991455078125"
"316","-44.325828552246094","-44.325828552246094","-44.325828552246094"
"317","-78.60999298095703","-78.60999298095703","-78.60999298095703"
"318","-103.20692443847656","-103.20692443847656","-103.20692443847656"
"319","-188.70303344726562","-188.70303344726562","-188.70303344726562"
"320","-160.97581481933594","-160.97581481933594","-160.97581481933594"
"322","-89.43537902832031","-89.43537902832031","-89.43537902832031"
"323","-34.10191345214844","-34.10191345214844","-34.10191345214844"
"324","-99.93476104736328","-99.93476104736328","-99.93476104736328"
"325","-86.25465393066406","-86.25465393066406","-86.25465393066406"
"326","-160.2111053466797","-160.2111053466797","-160.2111053466797"
"327","-198.7950439453125","-198.7950439453125","-198.7950439453125"
"329","-111.01820373535156","-111.01820373535156","-111.01820373535156"
"330","-78.60064697265625","-78.60064697265625","-78.60064697265625"
"331","-108.72116088867188","-108.72116088867188","-108.72116088867188"
"332","-98.36341094970703","-98.36341094970703","-98.36341094970703"
"333","-77.75628662109375","-77.75628662109375","-77.75628662109375"
"335","-71.88740539550781","-71.88740539550781","-71.88740539550781"
"336","-86.18827819824219","-86.18827819824219","-86.18827819824219"
"337","-154.91085815429688","-154.91085815429688","-154.91085815429688"
"338","-109.94004821777344","-109.94004821777344","-109.94004821777344"
"339","-91.8917007446289","-91.8917007446289","-91.8917007446289"
"340","-61.39311599731445","-61.39311599731445","-61.39311599731445"
"341","-77.6539306640625","-77.6539306640625","-77.6539306640625"
"342","-108.02369689941406","-108.02369689941406","-108.02369689941406"
"343","-88.73910522460938","-88.73910522460938","-88.73910522460938"
"344","-109.72310638427734","-109.72310638427734","-109.72310638427734"
"346","-83.18551635742188","-83.18551635742188","-83.18551635742188"
"347","-166.44805908203125","-166.44805908203125","-166.44805908203125"
"348","-126.84209442138672","-126.84209442138672","-126.84209442138672"
"349","-100.66226959228516","-100.66226959228516","-100.66226959228516"
"350","-77.12139129638672","-77.12139129638672","-77.12139129638672"
"351","-112.27644348144531","-112.27644348144531","-112.27644348144531"
"353","-105.10182189941406","-105.10182189941406","-105.10182189941406"
"354","-109.0821762084961","-109.0821762084961","-109.0821762084961"
"355","-120.73258209228516","-120.73258209228516","-120.73258209228516"
"356","-93.56830596923828","-93.56830596923828","-93.56830596923828"
"357","-90.90367126464844","-90.90367126464844","-90.90367126464844"
"359","-39.732269287109375","-39.732269287109375","-39.732269287109375"
"360","-82.18780517578125","-82.18780517578125","-82.18780517578125"
"361","-135.2165069580078","-135.2165069580078","-135.2165069580078"
"362","-298.119140625","-298.119140625","-298.119140625"
"363","-86.95004272460938","-86.95004272460938","-86.95004272460938"
"365","-315.5764465332031","-315.5764465332031","-315.5764465332031"
"366","-127.73606872558594","-127.73606872558594","-127.73606872558594"
"367","-161.54351806640625","-161.54351806640625","-161.54351806640625"
"369","-126.13147735595703","-126.13147735595703","-126.13147735595703"
"370","-119.81098937988281","-119.81098937988281","-119.81098937988281"
"371","-61.0233154296875","-61.0233154296875","-61.0233154296875"
"372","-320.9477844238281","-320.9477844238281","-320.9477844238281"
"373","-87.09961700439453","-87.09961700439453","-87.09961700439453"
"374","-98.72064971923828","-98.72064971923828","-98.72064971923828"
"375","-119.49980163574219","-119.49980163574219","-119.49980163574219"
"377","-142.7981414794922","-142.7981414794922","-142.7981414794922"
"378","-78.12565612792969","-78.12565612792969","-78.12565612792969"
"379","-207.52886962890625","-207.52886962890625","-207.52886962890625"
"380","-128.1911163330078","-128.1911163330078","-128.1911163330078"
"381","-133.03981018066406","-133.03981018066406","-133.03981018066406"
"383","-172.19338989257812","-172.19338989257812","-172.19338989257812"
"384","-102.79647064208984","-102.79647064208984","-102.79647064208984"
"385","-71.62287902832031","-71.62287902832031","-71.62287902832031"
"386","-120.09965515136719","-120.09965515136719","-120.09965515136719"
"387","-96.85087585449219","-96.85087585449219","-96.85087585449219"
"388","-84.07893371582031","-84.07893371582031","-84.07893371582031"
"390","-105.06025695800781","-105.06025695800781","-105.06025695800781"
"391","-74.56111907958984","-74.56111907958984","-74.56111907958984"
"392","-66.57328796386719","-66.57328796386719","-66.57328796386719"
"393","-214.92288208007812","-214.92288208007812","-214.92288208007812"
"394","-21.97631072998047","-21.97631072998047","-21.97631072998047"
"396","-148.21481323242188","-148.21481323242188","-148.21481323242188"
"397","-205.02037048339844","-205.02037048339844","-205.02037048339844"
"398","-55.91897964477539","-55.91897964477539","-55.91897964477539"
"399","-112.59429931640625","-112.59429931640625","-112.59429931640625"
"400","-175.009765625","-175.009765625","-175.009765625"
"402","-136.05477905273438","-136.05477905273438","-136.05477905273438"
"403","-205.69692993164062","-205.69692993164062","-205.69692993164062"
"404","-99.27594757080078","-99.27594757080078","-99.27594757080078"
"405","-35.587867736816406","-35.587867736816406","-35.587867736816406"
"406","-95.16644287109375","-95.16644287109375","-95.16644287109375"
"408","-205.2786865234375","-205.2786865234375","-205.2786865234375"
"409","-126.20147705078125","-126.20147705078125","-126.20147705078125"
"410","-155.06634521484375","-155.06634521484375","-155.06634521484375"
"411","-114.68070983886719","-114.68070983886719","-114.68070983886719"
"413","-72.44541931152344","-72.44541931152344","-72.44541931152344"
"414","-42.10399627685547","-42.10399627685547","-42.10399627685547"
"415","-136.48202514648438","-136.48202514648438","-136.48202514648438"
"416","-243.0150146484375","-243.0150146484375","-243.0150146484375"
"418","-197.6334228515625","-197.6334228515625","-197.6334228515625"
"419","-222.21243286132812","-222.21243286132812","-222.21243286132812"
"420","-88.35594940185547","-88.35594940185547","-88.35594940185547"
"421","-106.14866638183594","-106.14866638183594","-106.14866638183594"
"422","-257.0202331542969","-257.0202331542969","-257.0202331542969"
"423","-72.14196014404297","-72.14196014404297","-72.14196014404297"
"425","-74.68162536621094","-74.68162536621094","-74.68162536621094"
"426","-56.389278411865234","-56.389278411865234","-56.389278411865234"
"427","-122.44357299804688","-122.44357299804688","-122.44357299804688"
"428","-78.49934387207031","-78.49934387207031","-78.49934387207031"
"429","-103.51127624511719","-103.51127624511719","-103.51127624511719"
"431","-87.42627716064453","-87.42627716064453","-87.42627716064453"
"432","-107.23606872558594","-107.23606872558594","-107.23606872558594"
"433","-137.26353454589844","-137.26353454589844","-137.26353454589844"
"434","-99.08509826660156","-99.08509826660156","-99.08509826660156"
"436","13.673042297363281","13.673042297363281","13.673042297363281"
"437","-103.28699493408203","-103.28699493408203","-103.28699493408203"
"438","-127.16265869140625","-127.16265869140625","-127.16265869140625"
"439","-97.08355712890625","-97.08355712890625","-97.08355712890625"
"440","-114.46442413330078","-114.46442413330078","-114.46442413330078"
"442","-196.18002319335938","-196.18002319335938","-196.18002319335938"
"443","-63.01731872558594","-63.01731872558594","-63.01731872558594"
"444","-107.15584564208984","-107.15584564208984","-107.15584564208984"
"445","-115.15314483642578","-115.15314483642578","-115.15314483642578"
"446","-130.5333251953125","-130.5333251953125","-130.5333251953125"
"447","-89.42493438720703","-89.42493438720703","-89.42493438720703"
"449","-104.44271850585938","-104.44271850585938","-104.44271850585938"
"450","-150.38333129882812","-150.38333129882812","-150.38333129882812"
"451","-233.27224731445312","-233.27224731445312","-233.27224731445312"
"452","-84.00946044921875","-84.00946044921875","-84.00946044921875"
"453","-206.8310089111328","-206.8310089111328","-206.8310089111328"
"455","-236.22640991210938","-236.22640991210938","-236.22640991210938"
"456","-73.66204833984375","-73.66204833984375","-73.66204833984375"
"457","-70.62982940673828","-70.62982940673828","-70.62982940673828"
"458","-100.87956237792969","-100.87956237792969","-100.87956237792969"
"460","-126.7334976196289","-126.7334976196289","-126.7334976196289"
"461","-142.59544372558594","-142.59544372558594","-142.59544372558594"
"462","-80.24910736083984","-80.24910736083984","-80.24910736083984"
"463","-109.6460189819336","-109.6460189819336","-109.6460189819336"
"464","-144.3965606689453","-144.3965606689453","-144.3965606689453"
"466","-154.55857849121094","-154.55857849121094","-154.55857849121094"
"467","-112.76532745361328","-112.76532745361328","-112.76532745361328"
"468","-124.18653106689453","-124.18653106689453","-124.18653106689453"
"469","-75.54712677001953","-75.54712677001953","-75.54712677001953"
"470","-100.7847900390625","-100.7847900390625","-100.7847900390625"
"471","-172.22622680664062","-172.22622680664062","-172.22622680664062"
"472","-86.76652526855469","-86.76652526855469","-86.76652526855469"
"474","-81.03886413574219","-81.03886413574219","-81.03886413574219"
"475","-53.917781829833984","-53.917781829833984","-53.917781829833984"
"476","-95.9441146850586","-95.9441146850586","-95.9441146850586"
"477","-73.14151763916016","-73.14151763916016","-73.14151763916016"
"479","-55.2705192565918","-55.2705192565918","-55.2705192565918"
"480","-120.53331756591797","-120.53331756591797","-120.53331756591797"
"481","-113.52080535888672","-113.52080535888672","-113.52080535888672"
"482","-91.8021469116211","-91.8021469116211","-91.8021469116211"
"483","-109.75460815429688","-109.75460815429688","-109.75460815429688"
"484","-179.52392578125","-179.52392578125","-179.52392578125"
"486","-114.77749633789062","-114.77749633789062","-114.77749633789062"
"487","-173.98733520507812","-173.98733520507812","-173.98733520507812"
"488","-127.5055160522461","-127.5055160522461","-127.5055160522461"
"489","-100.66999816894531","-100.66999816894531","-100.66999816894531"
"491","-174.92626953125","-174.92626953125","-174.92626953125"
"492","-83.36915588378906","-83.36915588378906","-83.36915588378906"
"493","-129.0738067626953","-129.0738067626953","-129.0738067626953"
"494","-120.62142944335938","-120.62142944335938","-120.62142944335938"
"495","-87.13138580322266","-87.13138580322266","-87.13138580322266"
"496","-78.35955810546875","-78.35955810546875","-78.35955810546875"
"497","-67.6545639038086","-67.6545639038086","-67.6545639038086"
"498","-74.80433654785156","-74.80433654785156","-74.80433654785156"
"499","-152.24349975585938","-152.24349975585938","-152.24349975585938"
"500","-82.23649597167969","-82.23649597167969","-82.23649597167969"
"501","-116.56307220458984","-116.56307220458984","-116.56307220458984"
"503","-158.55116271972656","-158.55116271972656","-158.55116271972656"
"504","-257.7706604003906","-257.7706604003906","-257.7706604003906"
"505","-244.54908752441406","-244.54908752441406","-244.54908752441406"
"506","-73.20587921142578","-73.20587921142578","-73.20587921142578"
"508","-201.87168884277344","-201.87168884277344","-201.87168884277344"
"509","-124.11697387695312","-124.11697387695312","-124.11697387695312"
"510","-291.44329833984375","-291.44329833984375","-291.44329833984375"
"511","-334.90936279296875","-334.90936279296875","-334.90936279296875"
"512","-92.80828857421875","-92.80828857421875","-92.80828857421875"
"514","-95.08621978759766","-95.08621978759766","-95.08621978759766"
"515","-88.89451599121094","-88.89451599121094","-88.89451599121094"
"516","-135.40013122558594","-135.40013122558594","-135.40013122558594"
"517","-125.13496398925781","-125.13496398925781","-125.13496398925781"
"518","-108.93543243408203","-108.93543243408203","-108.93543243408203"
"519","-90.88175201416016","-90.88175201416016","-90.88175201416016"
"521","-54.841819763183594","-54.841819763183594","-54.841819763183594"
"522","-126.6228256225586","-126.6228256225586","-126.6228256225586"
"523","-88.51171112060547","-88.51171112060547","-88.51171112060547"
"524","-55.13924026489258","-55.13924026489258","-55.13924026489258"
"526","-87.37928009033203","-87.37928009033203","-87.37928009033203"
"527","-93.7337417602539","-93.7337417602539","-93.7337417602539"
"528","-269.4277648925781","-269.4277648925781","-269.4277648925781"
"529","-69.55879211425781","-69.55879211425781","-69.55879211425781"
"530","-91.0966567993164","-91.0966567993164","-91.0966567993164"
"531","-133.65911865234375","-133.65911865234375","-133.65911865234375"
"533","-107.31021881103516","-107.31021881103516","-107.31021881103516"
