trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_envs,config/num_steps,config/anneal_lr,config/gamma,config/num_minibatches,config/policy_lr_start,config/q_lr_start,config/alpha,config/eta,config/update_epochs,config/saddle_point_optimization,config/use_kl_loss,config/q_histogram,config/policy_activation,config/num_hidden_layers,config/hidden_size,config/q_activation,config/q_hidden_size,config/q_num_hidden_layers,config/q_optimizer,config/actor_optimizer,config/eps,config/batch_size,config/minibatch_size,config/num_iterations,config/__trial_index__
612400e7,-65.45474243164062,1713724733,,True,50,2024-04-21_20-38-53,8.804074048995972,427.59592628479004,78392,Nicolass-Air.technicolor.net,127.0.0.1,427.59592628479004,50,"293_trial_index=0,actor_optimizer=RMSprop,alpha=8,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=8,num_steps=500,policy_activation=ReLU,policy_lr_start=0.0025,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=4,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,False,0.99,8,0.0025,0.001,8,,10,False,True,False,ReLU,8,512,ReLU,64,4,RMSprop,RMSprop,1e-06,0,0,0,0
ef0e60ce,-114.6370849609375,1713724746,,True,50,2024-04-21_20-39-06,8.179417848587036,426.72047185897827,78412,Nicolass-Air.technicolor.net,127.0.0.1,426.72047185897827,50,"294_trial_index=1,actor_optimizer=RMSprop,alpha=8,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=8,num_steps=500,policy_activation=ReLU,policy_lr_start=0.0025,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=4,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,False,0.99,8,0.0025,0.001,8,,10,False,True,False,ReLU,8,512,ReLU,64,4,RMSprop,RMSprop,1e-06,0,0,0,1
00c3e9a7,-611.0548706054688,1713729756,,True,186,2024-04-21_22-02-36,23.23440980911255,4995.005569458008,78818,Nicolass-Air.technicolor.net,127.0.0.1,4995.005569458008,186,"295_trial_index=0,actor_optimizer=RMSprop,alpha=12,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=4,num_steps=128,policy_activation=Tanh,policy_lr_start=0.0010,q_activation=Tanh,q_hidden_size=512,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=4,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,False,0.99,4,0.001,0.00025,12,,50,False,True,False,Tanh,8,512,Tanh,512,4,RMSprop,RMSprop,1e-08,0,0,0,0
50c3681d,-584.0703125,1713730105,,True,190,2024-04-21_22-08-25,51.42841196060181,5330.3239715099335,78847,Nicolass-Air.technicolor.net,127.0.0.1,5330.3239715099335,190,"296_trial_index=1,actor_optimizer=RMSprop,alpha=12,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=4,num_steps=128,policy_activation=Tanh,policy_lr_start=0.0010,q_activation=Tanh,q_hidden_size=512,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=4,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,False,0.99,4,0.001,0.00025,12,,50,False,True,False,Tanh,8,512,Tanh,512,4,RMSprop,RMSprop,1e-08,0,0,0,1
8bf7ba59,-124.00456237792969,1713725959,,True,97,2024-04-21_20-59-19,9.28463101387024,929.778870344162,79122,Nicolass-Air.technicolor.net,127.0.0.1,929.778870344162,97,"297_trial_index=0,actor_optimizer=Adam,alpha=12,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=256,policy_activation=Tanh,policy_lr_start=0.0010,q_activation=Tanh,q_hidden_size=256,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=8,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,True,0.99,16,0.001,0.00025,12,,10,False,False,False,Tanh,4,512,Tanh,256,8,RMSprop,Adam,1e-06,0,0,0,0
99830dd3,-366.64324951171875,1713725974,,True,95,2024-04-21_20-59-34,9.318191766738892,929.775712966919,79144,Nicolass-Air.technicolor.net,127.0.0.1,929.775712966919,95,"298_trial_index=1,actor_optimizer=Adam,alpha=12,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=256,policy_activation=Tanh,policy_lr_start=0.0010,q_activation=Tanh,q_hidden_size=256,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=8,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,True,0.99,16,0.001,0.00025,12,,10,False,False,False,Tanh,4,512,Tanh,256,8,RMSprop,Adam,1e-06,0,0,0,1
a1250dfc,-10.961990356445312,1713730723,,True,50,2024-04-21_22-18-43,93.2403793334961,4735.640586853027,80089,Nicolass-Air.technicolor.net,127.0.0.1,4735.640586853027,50,"299_trial_index=0,actor_optimizer=Adam,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=16,num_steps=500,policy_activation=Tanh,policy_lr_start=0.0003,q_activation=Tanh,q_hidden_size=512,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=2,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,True,0.99,16,0.00025,0.00025,8,,50,False,True,False,Tanh,8,512,Tanh,512,2,RMSprop,Adam,0.0001,0,0,0,0
12002f29,-38.02201461791992,1713730700,,True,49,2024-04-21_22-18-20,89.47057008743286,4697.01394200325,80107,Nicolass-Air.technicolor.net,127.0.0.1,4697.01394200325,49,"300_trial_index=1,actor_optimizer=Adam,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=16,num_steps=500,policy_activation=Tanh,policy_lr_start=0.0003,q_activation=Tanh,q_hidden_size=512,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=2,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,True,0.99,16,0.00025,0.00025,8,,50,False,True,False,Tanh,8,512,Tanh,512,2,RMSprop,Adam,0.0001,0,0,0,1
4e39da24,-24.32362174987793,1713726523,,True,68,2024-04-21_21-08-43,5.179512977600098,242.7265660762787,80343,Nicolass-Air.technicolor.net,127.0.0.1,242.7265660762787,68,"301_trial_index=0,actor_optimizer=Adam,alpha=8,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=256,policy_activation=Tanh,policy_lr_start=0.0010,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=2,q_optimizer=Adam,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,False,0.99,4,0.001,0.00025,8,,50,False,True,False,Tanh,2,64,ReLU,64,2,Adam,Adam,0.0001,0,0,0,0
abae7182,-113.20263671875,1713726675,,True,31,2024-04-21_21-11-15,11.820827960968018,240.24508666992188,80503,Nicolass-Air.technicolor.net,127.0.0.1,240.24508666992188,31,"302_trial_index=1,actor_optimizer=Adam,alpha=8,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=256,policy_activation=Tanh,policy_lr_start=0.0010,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=2,q_optimizer=Adam,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,256,False,0.99,4,0.001,0.00025,8,,50,False,True,False,Tanh,2,64,ReLU,64,2,Adam,Adam,0.0001,0,0,0,1
56fa2670,75.95541381835938,1713727789,,True,45,2024-04-21_21-29-49,0.00156402587890625,1247.255644083023,80626,Nicolass-Air.technicolor.net,127.0.0.1,1247.255644083023,45,"303_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=4,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0003,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=2,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,False,0.99,4,0.00025,0.0025,4,,50,False,True,False,ReLU,8,512,ReLU,64,2,RMSprop,Adam,1e-06,0,0,0,0
9562743a,-35.712852478027344,1713727658,,True,19,2024-04-21_21-27-38,0.003052949905395508,963.3856518268585,80838,Nicolass-Air.technicolor.net,127.0.0.1,963.3856518268585,19,"304_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=8,num_iterations=0,num_minibatches=4,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0003,q_activation=ReLU,q_hidden_size=64,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=2,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,False,0.99,4,0.00025,0.0025,4,,50,False,True,False,ReLU,8,512,ReLU,64,2,RMSprop,Adam,1e-06,0,0,0,1
8518d7ec,-100.45563507080078,1713728992,,True,47,2024-04-21_21-49-52,27.09787130355835,1313.384360551834,81723,Nicolass-Air.technicolor.net,127.0.0.1,1313.384360551834,47,"305_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,policy_activation=ReLU,policy_lr_start=0.0003,q_activation=ReLU,q_hidden_size=256,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=8,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,False,0.99,16,0.00025,0.0025,4,,50,False,True,False,ReLU,2,512,ReLU,256,8,SGD,Adam,0.0001,0,0,0,0
3cdfe7f6,-11111.0,1713728164,,True,15,2024-04-21_21-36-04,0.3310120105743408,357.45707178115845,81853,Nicolass-Air.technicolor.net,127.0.0.1,357.45707178115845,15,"306_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,policy_activation=ReLU,policy_lr_start=0.0003,q_activation=ReLU,q_hidden_size=256,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=8,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,False,0.99,16,0.00025,0.0025,4,,50,False,True,False,ReLU,2,512,ReLU,256,8,SGD,Adam,0.0001,0,0,0,1
a685cdea,-209.16099548339844,1713731965,,True,47,2024-04-21_22-39-25,38.93810820579529,3782.137362241745,82269,Nicolass-Air.technicolor.net,127.0.0.1,3782.137362241745,47,"307_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0010,q_activation=Tanh,q_hidden_size=256,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=8,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,True,0.99,8,0.001,0.0025,4,,100,False,True,False,ReLU,2,128,Tanh,256,8,SGD,Adam,1e-08,0,0,0,0
3d4b4514,54.971282958984375,1713732836,,True,41,2024-04-21_22-53-56,133.7214798927307,3797.737204551697,83196,Nicolass-Air.technicolor.net,127.0.0.1,3797.737204551697,41,"308_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0000,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=128,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=8,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0010,q_activation=Tanh,q_hidden_size=256,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=8,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,True,0.99,8,0.001,0.0025,4,,100,False,True,False,ReLU,2,128,Tanh,256,8,SGD,Adam,1e-08,0,0,0,1
ed4539dd,-112.0130386352539,1713731477,,True,46,2024-04-21_22-31-17,33.12808084487915,1678.9724793434143,83939,Nicolass-Air.technicolor.net,127.0.0.1,1678.9724793434143,46,"309_trial_index=0,actor_optimizer=RMSprop,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=500,policy_activation=ReLU,policy_lr_start=0.0010,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=8,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,False,0.99,4,0.001,0.001,4,,100,False,True,False,ReLU,2,512,Tanh,128,8,SGD,RMSprop,0.0001,0,0,0,0
c2020ead,11.030863761901855,1713731905,,True,43,2024-04-21_22-38-25,67.05549097061157,1756.6311988830566,84347,Nicolass-Air.technicolor.net,127.0.0.1,1756.6311988830566,43,"310_trial_index=1,actor_optimizer=RMSprop,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=500,policy_activation=ReLU,policy_lr_start=0.0010,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0010,q_num_hidden_layers=8,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,False,0.99,4,0.001,0.001,4,,100,False,True,False,ReLU,2,512,Tanh,128,8,SGD,RMSprop,0.0001,0,0,0,1
c71e6ae3,-84.61668395996094,1713731682,,True,50,2024-04-21_22-34-42,17.409083127975464,870.2684898376465,85140,Nicolass-Air.technicolor.net,127.0.0.1,870.2684898376465,50,"311_trial_index=0,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,policy_activation=ReLU,policy_lr_start=0.0025,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=2,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,False,0.99,16,0.0025,0.00025,4,,50,False,False,False,ReLU,2,512,Tanh,128,2,RMSprop,Adam,0.0001,0,0,0,0
214f2b02,-248.92405700683594,1713731661,,True,49,2024-04-21_22-34-21,16.55639100074768,831.2354171276093,85177,Nicolass-Air.technicolor.net,127.0.0.1,831.2354171276093,49,"312_trial_index=1,actor_optimizer=Adam,alpha=4,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=16,num_steps=500,policy_activation=ReLU,policy_lr_start=0.0025,q_activation=Tanh,q_hidden_size=128,q_histogram=False,q_lr_start=0.0003,q_num_hidden_layers=2,q_optimizer=RMSprop,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,500,False,0.99,16,0.0025,0.00025,4,,50,False,False,False,ReLU,2,512,Tanh,128,2,RMSprop,Adam,0.0001,0,0,0,1
c5c10166,-210.23643493652344,1713731832,,True,57,2024-04-21_22-37-12,4.688601970672607,304.17245721817017,85973,Nicolass-Air.technicolor.net,127.0.0.1,304.17245721817017,57,"313_trial_index=0,actor_optimizer=Adam,alpha=8,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=128,policy_activation=Tanh,policy_lr_start=0.0003,q_activation=Tanh,q_hidden_size=256,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,False,0.99,16,0.00025,0.0025,8,,10,False,False,False,Tanh,4,64,Tanh,256,2,SGD,Adam,0.0001,0,0,0,0
f7905e0e,-102.94898986816406,1713732011,,True,79,2024-04-21_22-40-11,5.4123687744140625,313.3890063762665,86166,Nicolass-Air.technicolor.net,127.0.0.1,313.3890063762665,79,"314_trial_index=1,actor_optimizer=Adam,alpha=8,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=64,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=128,policy_activation=Tanh,policy_lr_start=0.0003,q_activation=Tanh,q_hidden_size=256,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=10,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,False,0.99,16,0.00025,0.0025,8,,10,False,False,False,Tanh,4,64,Tanh,256,2,SGD,Adam,0.0001,0,0,0,1
89973aea,-267.54217529296875,1713731719,,True,2,2024-04-21_22-35-19,0.0008840560913085938,6.153465986251831,86178,Nicolass-Air.technicolor.net,127.0.0.1,6.153465986251831,2,"315_trial_index=0,actor_optimizer=SGD,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0010,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=8,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,True,0.99,4,0.001,0.0025,8,,100,False,False,False,ReLU,2,512,ReLU,128,8,SGD,SGD,0.0001,0,0,0,0
cba91f8c,-132.62808227539062,1713731805,,True,8,2024-04-21_22-36-45,0.0025610923767089844,71.62904334068298,86210,Nicolass-Air.technicolor.net,127.0.0.1,71.62904334068298,8,"316_trial_index=1,actor_optimizer=SGD,alpha=8,anneal_lr=True,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=2,num_iterations=0,num_minibatches=4,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0010,q_activation=ReLU,q_hidden_size=128,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=8,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=100,use_kl_loss=False,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,True,0.99,4,0.001,0.0025,8,,100,False,False,False,ReLU,2,512,ReLU,128,8,SGD,SGD,0.0001,0,0,0,1
daa32d5a,107.2820816040039,1713735055,,True,78,2024-04-21_23-30-55,104.39614987373352,3233.7266528606415,86338,Nicolass-Air.technicolor.net,127.0.0.1,3233.7266528606415,78,"317_trial_index=0,actor_optimizer=Adam,alpha=12,anneal_lr=False,batch_size=0,capture_video=False,cuda=True,env_id=LunarLander-v2,eps=0.0001,eta=None,exp_name=QREPS,gamma=0.9900,hidden_size=512,minibatch_size=0,num_envs=4,num_hidden_layers=4,num_iterations=0,num_minibatches=16,num_steps=128,policy_activation=ReLU,policy_lr_start=0.0010,q_activation=ReLU,q_hidden_size=256,q_histogram=False,q_lr_start=0.0025,q_num_hidden_layers=2,q_optimizer=SGD,saddle_point_optimization=False,seed=0,torch_deterministic=True,total_timesteps=100000,track=False,update_epochs=50,use_kl_loss=True,wandb_entity=None,wandb_project_name=CC",QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,128,False,0.99,16,0.001,0.0025,12,,50,False,True,False,ReLU,4,512,ReLU,256,2,SGD,Adam,0.0001,0,0,0,0
